"message","link","permalink_url","created_time","type","id","comments.data","comments.summary.order","comments.summary.total_count","comments.summary.can_comment","likes.data","likes.summary.total_count","likes.summary.can_like","likes.summary.has_liked","reactions.data","reactions.summary.total_count","reactions.summary.viewer_reaction"
"Sweat is more precious than ______. Fill in the blank. #findgreatness

http://youtu.be/VZIMjND7FTI","https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10150987424423445/?type=3","https://www.facebook.com/15087023444/posts/10150987424498445/","2012-07-30T15:42:52+0000","photo","15087023444_10150987424498445","[]","chronological","764","true","[]","10246","true","false","[]","10246","NONE"
"Legends run forever.","https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10150985324743445/?type=3","https://www.facebook.com/15087023444/posts/10150985324773445/","2012-07-29T16:17:53+0000","photo","15087023444_10150985324773445","[]","chronological","97","true","[]","9227","true","false","[]","9229","NONE"
"Throw out excuses. #findgreatness

http://youtu.be/0vKsEtpKwOA","https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10150983151673445/?type=3","https://www.facebook.com/15087023444/posts/10150983151713445/","2012-07-28T15:19:13+0000","photo","15087023444_10150983151713445","[]","chronological","114","true","[]","6227","true","false","[]","6228","NONE"
"Greatness is wherever you are trying to find it. Where do you find greatness? 



http://youtu.be/61aR25junNo","https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10150980694923445/?type=3","https://www.facebook.com/15087023444/posts/10150980694978445/","2012-07-27T09:46:58+0000","photo","15087023444_10150980694978445","[]","chronological","1478","true","[]","22756","true","false","[]","22757","NONE"
"Greatness is wherever you are trying to find it. Where do you find greatness? 



http://youtu.be/0uNUp9L6qVQ","https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10150980691618445/?type=3","https://www.facebook.com/15087023444/posts/10150980691658445/","2012-07-27T09:44:20+0000","photo","15087023444_10150980691658445","[]","chronological","2691","true","[]","64076","true","false","[]","64078","NONE"
"Greatness is scary, until it isn't.

http://youtu.be/_hEzW1WRFTg","https://www.facebook.com/nike/photos/a.10150979467968445.431319.15087023444/10150979468873445/?type=3","https://www.facebook.com/15087023444/posts/10150979491683445/","2012-07-26T18:53:04+0000","photo","15087023444_10150979468873445","[]","chronological","184","true","[]","4434","true","false","[]","4436","NONE"
"Greatness isn't determined by judges.

http://youtu.be/_hEzW1WRFTg","https://www.facebook.com/nike/photos/a.10150979467968445.431319.15087023444/10150979468623445/?type=3","https://www.facebook.com/15087023444/posts/10150979491683445/","2012-07-26T18:53:04+0000","photo","15087023444_10150979468623445","[]","chronological","5","true","[]","171","true","false","[]","171","NONE"
"Greatness doesn't need an audience.

http://youtu.be/_hEzW1WRFTg","https://www.facebook.com/nike/photos/a.10150979467968445.431319.15087023444/10150979468473445/?type=3","https://www.facebook.com/15087023444/posts/10150979491683445/","2012-07-26T18:53:04+0000","photo","15087023444_10150979468473445","[]","chronological","10","true","[]","848","true","false","[]","849","NONE"
"Greatness is not born. It's made.

http://youtu.be/_hEzW1WRFTg","https://www.facebook.com/nike/photos/a.10150979467968445.431319.15087023444/10150979468088445/?type=3","https://www.facebook.com/15087023444/posts/10150979491683445/","2012-07-26T18:53:04+0000","photo","15087023444_10150979491683445","[]","chronological","113","true","[]","1871","true","false","[]","1872","NONE"
"Greatness doesn't have an address. 

http://youtu.be/_hEzW1WRFTg","https://www.facebook.com/nike/photos/a.10150979467968445.431319.15087023444/10150979468743445/?type=3","https://www.facebook.com/15087023444/posts/10150979491683445/","2012-07-26T18:53:04+0000","photo","15087023444_10150979468743445","[]","chronological","8","true","[]","267","true","false","[]","267","NONE"
"Greatness makes its own way.

http://youtu.be/_hEzW1WRFTg","https://www.facebook.com/nike/photos/a.10150979467968445.431319.15087023444/10150979468318445/?type=3","https://www.facebook.com/15087023444/posts/10150979491683445/","2012-07-26T18:53:04+0000","photo","15087023444_10150979468318445","[]","chronological","32","true","[]","811","true","false","[]","812","NONE"
"Greatness is for all of us.","https://www.facebook.com/nike/photos/a.440612488444.242105.15087023444/10150975999188445/?type=3","https://www.facebook.com/15087023444/posts/10150975999268445/","2012-07-25T02:05:31+0000","photo","15087023444_10150975999268445","[]","chronological","132","true","[]","9655","true","false","[]","9658","NONE"
"How hard did you work? 

With Nike+, the playing field is leveled.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150973241643445/?type=3","https://www.facebook.com/15087023444/posts/10150973249928445/","2012-07-23T19:29:01+0000","photo","15087023444_10150973241643445","[]","chronological","2","true","[]","209","true","false","[]","209","NONE"
"Getting to an NTC workout on the roof of L.A.'s Montalban theater and completing it asks the same of you: step up.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150973241423445/?type=3","https://www.facebook.com/15087023444/posts/10150973249928445/","2012-07-23T19:29:01+0000","photo","15087023444_10150973241423445","[]","chronological","13","true","[]","330","true","false","[]","330","NONE"
"Lace up and take training to a whole new level. 

The Nike Hyperworkout+ measures your moves in real time. Know how fast, hard, and often you train. Share and compete. Your friends are now your opponents.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150973241348445/?type=3","https://www.facebook.com/15087023444/posts/10150973249928445/","2012-07-23T19:29:01+0000","photo","15087023444_10150973249928445","[]","chronological","32","true","[]","625","true","false","[]","625","NONE"
"How fast can you move? 

The Hyperworkout+ knows. And tells you in real time by syncing with your iPhone. 5.6 steps per second. Can you beat it?","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150973241533445/?type=3","https://www.facebook.com/15087023444/posts/10150973249928445/","2012-07-23T19:29:01+0000","photo","15087023444_10150973241533445","[]","chronological","42","true","[]","1166","true","false","[]","1167","NONE"
"Measure your effort and compete with athletes across the globe. 

Game On, World.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150973241738445/?type=3","https://www.facebook.com/15087023444/posts/10150973249928445/","2012-07-23T19:29:01+0000","photo","15087023444_10150973241738445","[]","chronological","3","true","[]","206","true","false","[]","206","NONE"
"The Nike Lunarlon Collection.","https://www.facebook.com/nike/photos/a.10150971056638445.430440.15087023444/10150971083138445/?type=3","https://www.facebook.com/15087023444/posts/10150971081193445/","2012-07-22T19:06:13+0000","photo","15087023444_10150971083138445","[]","chronological","187","true","[]","2433","true","false","[]","2437","NONE"
"Nike LunarTR1

http://gonike.me/6017TMBZ","https://www.facebook.com/nike/photos/a.10150971056638445.430440.15087023444/10150971057988445/?type=3","https://www.facebook.com/15087023444/posts/10150971081193445/","2012-07-22T19:04:35+0000","photo","15087023444_10150971057988445","[]","chronological","24","true","[]","537","true","false","[]","537","NONE"
"Nike Hyperdunk

http://gonike.me/6013TMBV","https://www.facebook.com/nike/photos/a.10150971056638445.430440.15087023444/10150971057033445/?type=3","https://www.facebook.com/15087023444/posts/10150971081193445/","2012-07-22T19:04:35+0000","photo","15087023444_10150971057033445","[]","chronological","22","true","[]","346","true","false","[]","346","NONE"
"Nike Women's Lunarglide+4

http://gonike.me/6017TMBP","https://www.facebook.com/nike/photos/a.10150971056638445.430440.15087023444/10150971057158445/?type=3","https://www.facebook.com/15087023444/posts/10150971081193445/","2012-07-22T19:04:35+0000","photo","15087023444_10150971057158445","[]","chronological","40","true","[]","658","true","false","[]","658","NONE"
"Nike Women's Lunarglide+4

http://gonike.me/6017TMBP","https://www.facebook.com/nike/photos/a.10150971056638445.430440.15087023444/10150971057408445/?type=3","https://www.facebook.com/15087023444/posts/10150971081193445/","2012-07-22T19:04:35+0000","photo","15087023444_10150971057408445","[]","chronological","2","true","[]","89","true","false","[]","89","NONE"
"Nike Women's Lunarglide+4

http://gonike.me/6017TMBP","https://www.facebook.com/nike/photos/a.10150971056638445.430440.15087023444/10150971057258445/?type=3","https://www.facebook.com/15087023444/posts/10150971081193445/","2012-07-22T19:04:35+0000","photo","15087023444_10150971057258445","[]","chronological","3","true","[]","122","true","false","[]","122","NONE"
"Nike Lunar Hyperworkout+

http://gonike.me/6010TMBj","https://www.facebook.com/nike/photos/a.10150971056638445.430440.15087023444/10150971057688445/?type=3","https://www.facebook.com/15087023444/posts/10150971081193445/","2012-07-22T19:04:35+0000","photo","15087023444_10150971057688445","[]","ranked","1","true","[]","163","true","false","[]","163","NONE"
"Nike Hyperdunk

http://gonike.me/6013TMBV","https://www.facebook.com/nike/photos/a.10150971056638445.430440.15087023444/10150971056933445/?type=3","https://www.facebook.com/15087023444/posts/10150971081193445/","2012-07-22T19:04:35+0000","photo","15087023444_10150971056933445","[]","chronological","30","true","[]","516","true","false","[]","516","NONE"
"Nike Lunar Hyperworkout+

http://gonike.me/6010TMBj","https://www.facebook.com/nike/photos/a.10150971056638445.430440.15087023444/10150971057558445/?type=3","https://www.facebook.com/15087023444/posts/10150971081193445/","2012-07-22T19:04:35+0000","photo","15087023444_10150971057558445","[]","chronological","23","true","[]","548","true","false","[]","548","NONE"
"Nike LunarTR1

http://gonike.me/6017TMBZ","https://www.facebook.com/nike/photos/a.10150971056638445.430440.15087023444/10150971058063445/?type=3","https://www.facebook.com/15087023444/posts/10150971081193445/","2012-07-22T19:04:35+0000","photo","15087023444_10150971058063445","[]","chronological","1","true","[]","107","true","false","[]","107","NONE"
"Nike Hyperdunk

http://gonike.me/6013TMBV","https://www.facebook.com/nike/photos/a.10150971056638445.430440.15087023444/10150971056823445/?type=3","https://www.facebook.com/15087023444/posts/10150971081193445/","2012-07-22T19:04:35+0000","photo","15087023444_10150971056823445","[]","chronological","135","true","[]","1528","true","false","[]","1531","NONE"
"Nike Lunar Hyperworkout+

http://gonike.me/6010TMBj","https://www.facebook.com/nike/photos/a.10150971056638445.430440.15087023444/10150971057878445/?type=3","https://www.facebook.com/15087023444/posts/10150971081193445/","2012-07-22T19:04:35+0000","photo","15087023444_10150971057878445","[]","chronological","2","true","[]","163","true","false","[]","163","NONE"
"16\" Softball: a Chi-town tradition. Northside vs. Southside: a battle for the ages. 

Players on each team wore the Nike LunarTR1+ and Lunar HyperWorkout+ training shoes.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150964867213445/?type=3","https://www.facebook.com/15087023444/posts/10150964882658445/","2012-07-19T17:45:41+0000","photo","15087023444_10150964882658445","[]","chronological","2","true","[]","179","true","false","[]","179","NONE"
"Four bases to prove every move. Nine innings to quantify your claim over the Windy City. 

Our own series - coursing with NikeFuel.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150964868393445/?type=3","https://www.facebook.com/15087023444/posts/10150964882658445/","2012-07-19T17:45:41+0000","photo","15087023444_10150964868393445","[]","chronological","2","true","[]","216","true","false","[]","216","NONE"
"Players rep the Northside and the Southside.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150964867433445/?type=3","https://www.facebook.com/15087023444/posts/10150964882658445/","2012-07-19T17:45:41+0000","photo","15087023444_10150964867433445","[]","chronological","3","true","[]","75","true","false","[]","75","NONE"
"A match that made the NikeFuel House proud. 

Southside may have won the 16” softball game, but Northside won the NikeFuel battle.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150964867623445/?type=3","https://www.facebook.com/15087023444/posts/10150964882658445/","2012-07-19T17:45:41+0000","photo","15087023444_10150964867623445","[]","chronological","14","true","[]","180","true","false","[]","180","NONE"
"Chicago pride on the line. Nike+ on hand to track every run, dive and catch.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150964867363445/?type=3","https://www.facebook.com/15087023444/posts/10150964882658445/","2012-07-19T17:45:41+0000","photo","15087023444_10150964867363445","[]","chronological","1","true","[]","60","true","false","[]","60","NONE"
"Runs were at a premium in the Southsiders' 4-3 victory.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150964867563445/?type=3","https://www.facebook.com/15087023444/posts/10150964882658445/","2012-07-19T17:45:41+0000","photo","15087023444_10150964867563445","[]","chronological","9","true","[]","136","true","false","[]","136","NONE"
"Keep it going. Personal best is just another rep away.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150962922108445/?type=3","https://www.facebook.com/15087023444/posts/10150962879748445/","2012-07-18T18:29:47+0000","photo","15087023444_10150962922108445","[]","chronological","1","true","[]","95","true","false","[]","95","NONE"
"Whatever your goal, the Nike+ Training takes it further.

With the Nike Lunar Hyperworkout+, see just how far you’ve come. Game On, World.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150962871263445/?type=3","https://www.facebook.com/15087023444/posts/10150962879748445/","2012-07-18T18:06:05+0000","photo","15087023444_10150962871263445","[]","chronological","2","true","[]","288","true","false","[]","288","NONE"
"Nike+ Women’s Training in NYC. 

Rivington Court is about to become a classroom. Don’t be late.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150962870778445/?type=3","https://www.facebook.com/15087023444/posts/10150962879748445/","2012-07-18T18:06:05+0000","photo","15087023444_10150962879748445","[]","chronological","39","true","[]","1002","true","false","[]","1005","NONE"
"Sensors set. Shoes ready to move.

Measure how hard, how fast, and how often you train in the Nike Lunar Hyperworkout+.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150962870808445/?type=3","https://www.facebook.com/15087023444/posts/10150962879748445/","2012-07-18T18:06:05+0000","photo","15087023444_10150962870808445","[]","chronological","28","true","[]","475","true","false","[]","477","NONE"
"Ready to hit your mark with Nike+?","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150962870878445/?type=3","https://www.facebook.com/15087023444/posts/10150962879748445/","2012-07-18T18:06:05+0000","photo","15087023444_10150962870878445","[]","chronological","23","true","[]","496","true","false","[]","498","NONE"
"Get motivated. Get moving. Get results. All with the Nike+ Drill Pack.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150962871053445/?type=3","https://www.facebook.com/15087023444/posts/10150962879748445/","2012-07-18T18:06:05+0000","photo","15087023444_10150962871053445","[]","chronological","9","true","[]","320","true","false","[]","320","NONE"
"After work doesn’t mean you’re done working. Keep earning NikeFuel.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150962870928445/?type=3","https://www.facebook.com/15087023444/posts/10150962879748445/","2012-07-18T18:06:05+0000","photo","15087023444_10150962870928445","[]","chronological","7","true","[]","320","true","false","[]","320","NONE"
"Keep your friends close and your teammates closer.","https://www.facebook.com/nike/photos/a.10150959086093445.429162.15087023444/10150959086663445/?type=3","https://www.facebook.com/15087023444/posts/10150959119903445/","2012-07-16T20:53:57+0000","photo","15087023444_10150959086663445","[]","chronological","6","true","[]","125","true","false","[]","125","NONE"
"\"It's not about offense or defense; it’s about who you’re playing for, what you’re representing.\" - Coach K","https://www.facebook.com/nike/photos/a.10150959086093445.429162.15087023444/10150959087403445/?type=3","https://www.facebook.com/15087023444/posts/10150959119903445/","2012-07-16T20:53:57+0000","photo","15087023444_10150959087403445","[]","chronological","97","true","[]","856","true","false","[]","856","NONE"
"The road ahead. Game on, World.","https://www.facebook.com/nike/photos/a.10150959086093445.429162.15087023444/10150959086433445/?type=3","https://www.facebook.com/15087023444/posts/10150959119903445/","2012-07-16T20:53:57+0000","photo","15087023444_10150959086433445","[]","chronological","7","true","[]","161","true","false","[]","161","NONE"
"Own your post. Leave your mark.","https://www.facebook.com/nike/photos/a.10150959086093445.429162.15087023444/10150959086348445/?type=3","https://www.facebook.com/15087023444/posts/10150959119903445/","2012-07-16T20:53:57+0000","photo","15087023444_10150959086348445","[]","chronological","18","true","[]","318","true","false","[]","318","NONE"
"The Nike Zoom KD IV","https://www.facebook.com/nike/photos/a.10150959086093445.429162.15087023444/10150959087098445/?type=3","https://www.facebook.com/15087023444/posts/10150959119903445/","2012-07-16T20:53:57+0000","photo","15087023444_10150959087098445","[]","chronological","20","true","[]","292","true","false","[]","292","NONE"
"Pointing the way to greatness.","https://www.facebook.com/nike/photos/a.10150959086093445.429162.15087023444/10150959086153445/?type=3","https://www.facebook.com/15087023444/posts/10150959119903445/","2012-07-16T20:53:57+0000","photo","15087023444_10150959119903445","[]","chronological","35","true","[]","679","true","false","[]","679","NONE"
"\"Any time you put this jersey on, you know what's expected of you. You are expected to play a certain way always, no matter what, no matter who you are playing against.\" - Asjha Jones","https://www.facebook.com/nike/photos/a.10150959086093445.429162.15087023444/10150959087523445/?type=3","https://www.facebook.com/15087023444/posts/10150959119903445/","2012-07-16T20:53:57+0000","photo","15087023444_10150959087523445","[]","chronological","17","true","[]","231","true","false","[]","233","NONE"
"Stand your ground.","https://www.facebook.com/nike/photos/a.10150959086093445.429162.15087023444/10150959086273445/?type=3","https://www.facebook.com/15087023444/posts/10150959119903445/","2012-07-16T20:53:57+0000","photo","15087023444_10150959086273445","[]","chronological","12","true","[]","218","true","false","[]","218","NONE"
"Striving for greatness.","https://www.facebook.com/nike/photos/a.10150959086093445.429162.15087023444/10150959086778445/?type=3","https://www.facebook.com/15087023444/posts/10150959119903445/","2012-07-16T20:53:57+0000","photo","15087023444_10150959086778445","[]","chronological","12","true","[]","262","true","false","[]","262","NONE"
"The Nike Hyperdunk+ LeBron James Player Edition","https://www.facebook.com/nike/photos/a.10150959086093445.429162.15087023444/10150959087198445/?type=3","https://www.facebook.com/15087023444/posts/10150959119903445/","2012-07-16T20:53:57+0000","photo","15087023444_10150959087198445","[]","chronological","10","true","[]","329","true","false","[]","329","NONE"
"Finishing strong in the Nike Hyperdunk+.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150958606373445/?type=3","https://www.facebook.com/15087023444/posts/10150958633788445/","2012-07-16T16:06:24+0000","photo","15087023444_10150958606373445","[]","chronological","6","true","[]","260","true","false","[]","260","NONE"
"An inside look at the technology of the Nike Hyperdunk+","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150958606973445/?type=3","https://www.facebook.com/15087023444/posts/10150958633788445/","2012-07-16T16:06:24+0000","photo","15087023444_10150958606973445","[]","chronological","11","true","[]","321","true","false","[]","321","NONE"
"Center court at the Paris WBF","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150958606613445/?type=3","https://www.facebook.com/15087023444/posts/10150958633788445/","2012-07-16T16:06:24+0000","photo","15087023444_10150958606613445","[]","chronological","13","true","[]","527","true","false","[]","527","NONE"
"82 centimeters of air in Paris.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150958607213445/?type=3","https://www.facebook.com/15087023444/posts/10150958633788445/","2012-07-16T16:06:24+0000","photo","15087023444_10150958607213445","[]","chronological","7","true","[]","407","true","false","[]","407","NONE"
"The World Basketball Festival in Paris","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150958606453445/?type=3","https://www.facebook.com/15087023444/posts/10150958633788445/","2012-07-16T16:06:24+0000","photo","15087023444_10150958606453445","[]","chronological","32","true","[]","231","true","false","[]","231","NONE"
"Time to show off your quickness in the skills challenge.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150958606298445/?type=3","https://www.facebook.com/15087023444/posts/10150958633788445/","2012-07-16T16:06:24+0000","photo","15087023444_10150958633788445","[]","chronological","25","true","[]","346","true","false","[]","346","NONE"
"Time to see where you stack up against your friends and the world.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150958606913445/?type=3","https://www.facebook.com/15087023444/posts/10150958633788445/","2012-07-16T16:06:24+0000","photo","15087023444_10150958606913445","[]","chronological","5","true","[]","172","true","false","[]","172","NONE"
"The Nike Zoom Vapor RF 287. 

287 pairs for 287 weeks at the top.","https://www.facebook.com/nike/photos/a.10150956878133445.428888.15087023444/10150956879718445/?type=3","https://www.facebook.com/15087023444/posts/10150956889343445/","2012-07-15T19:21:42+0000","photo","15087023444_10150956879718445","[]","chronological","62","true","[]","866","true","false","[]","869","NONE"
"Each will be numbered and packaged in a custom-made RF 287 box, including a certificate of authenticity signed by the master himself.","https://www.facebook.com/nike/photos/a.10150956878133445.428888.15087023444/10150956879343445/?type=3","https://www.facebook.com/15087023444/posts/10150956889343445/","2012-07-15T19:21:42+0000","photo","15087023444_10150956879343445","[]","chronological","16","true","[]","171","true","false","[]","171","NONE"
"Each will be numbered and packaged in a custom-made RF 287 box, including a certificate of authenticity signed by the master himself.","https://www.facebook.com/nike/photos/a.10150956878133445.428888.15087023444/10150956878938445/?type=3","https://www.facebook.com/15087023444/posts/10150956889343445/","2012-07-15T19:21:42+0000","photo","15087023444_10150956878938445","[]","chronological","2","true","[]","111","true","false","[]","111","NONE"
"The Nike Zoom Vapor RF 287. 

287 pairs for 287 weeks at the top.","https://www.facebook.com/nike/photos/a.10150956878133445.428888.15087023444/10150956879463445/?type=3","https://www.facebook.com/15087023444/posts/10150956889343445/","2012-07-15T19:21:42+0000","photo","15087023444_10150956879463445","[]","chronological","9","true","[]","309","true","false","[]","309","NONE"
"Celebrate Legendary with the Nike Zoom Vapor RF 287 on 7/16/12.","https://www.facebook.com/nike/photos/a.10150956878133445.428888.15087023444/10150956878473445/?type=3","https://www.facebook.com/15087023444/posts/10150956889343445/","2012-07-15T19:21:42+0000","photo","15087023444_10150956889343445","[]","chronological","74","true","[]","1694","true","false","[]","1696","NONE"
"The Nike Zoom Vapor RF 287. 

287 pairs for 287 weeks at the top.","https://www.facebook.com/nike/photos/a.10150956878133445.428888.15087023444/10150956879563445/?type=3","https://www.facebook.com/15087023444/posts/10150956889343445/","2012-07-15T19:21:42+0000","photo","15087023444_10150956879563445","[]","chronological","53","true","[]","782","true","false","[]","787","NONE"
"Each will be numbered and packaged in a custom-made RF 287 box, including a certificate of authenticity signed by the master himself.","https://www.facebook.com/nike/photos/a.10150956878133445.428888.15087023444/10150956879238445/?type=3","https://www.facebook.com/15087023444/posts/10150956889343445/","2012-07-15T19:21:42+0000","photo","15087023444_10150956879238445","[]","chronological","7","true","[]","150","true","false","[]","150","NONE"
"Each will be numbered and packaged in a custom-made RF 287 box, including a certificate of authenticity signed by the master himself.","https://www.facebook.com/nike/photos/a.10150956878133445.428888.15087023444/10150956879048445/?type=3","https://www.facebook.com/15087023444/posts/10150956889343445/","2012-07-15T19:21:42+0000","photo","15087023444_10150956879048445","[]","chronological","2","true","[]","108","true","false","[]","108","NONE"
"LA came to town to challenge the hometown team from D.C.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956458398445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956458398445","[]","chronological","5","true","[]","177","true","false","[]","177","NONE"
"Hoopers from all over the D.C. area had an opportunity to trial and play in the revolutionary Nike Hyperdunk+","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956418573445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956418573445","[]","chronological","6","true","[]","147","true","false","[]","147","NONE"
"You never know how high you will get in the Nike Lunar Hyperdunk 2012's.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956440818445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956440818445","[]","chronological","49","true","[]","1082","true","false","[]","1082","NONE"
"Quick first step past your defender is now measured by the Nike Hyperdunk+","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956458958445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956458958445","[]","chronological","3","true","[]","125","true","false","[]","125","NONE"
"How high can you fly?","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956419228445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956419228445","[]","chronological","9","true","[]","122","true","false","[]","122","NONE"
"The Nike Hyperdunk+ at the World Basketball Festival in Washington D.C.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956417628445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956417628445","[]","chronological","8","true","[]","282","true","false","[]","282","NONE"
"Lace up before takeoff.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956418523445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956418523445","[]","chronological","22","true","[]","404","true","false","[]","404","NONE"
"Climb the ladder with the Nike Hyperdunk+","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956418053445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956418053445","[]","chronological","117","true","[]","1736","true","false","[]","1740","NONE"
"Big or small, the Nike Hyperdunk+ brings your shoes to life.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956417558445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956417558445","[]","chronological","6","true","[]","238","true","false","[]","238","NONE"
"D.C. fought hard but in the end the visiting team from LA came out victorious.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956459353445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956459353445","[]","chronological","1","true","[]","76","true","false","[]","76","NONE"
"Even in traffic it's time to take flight.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956458858445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956458858445","[]","chronological","1","true","[]","121","true","false","[]","121","NONE"
"Under the bright lights.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956417953445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956417953445","[]","chronological","28","true","[]","332","true","false","[]","332","NONE"
"The D.C. Armory has turned into a hoops heaven for the World Basketball Festival.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956436213445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956436213445","[]","chronological","3","true","[]","115","true","false","[]","115","NONE"
"Just as important as finishing at the rim, the Nike Hyperdunk+ measures the elevation you get on your jump shot.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956460813445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956460813445","[]","chronological","5","true","[]","111","true","false","[]","111","NONE"
"Lift off in the Showcase mode trial zone at WBF D.C.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956418863445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956418863445","[]","chronological","11","true","[]","597","true","false","[]","597","NONE"
"WBF Washington D.C.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150956447898445/?type=3","https://www.facebook.com/15087023444/posts/10150956473328445/","2012-07-15T15:26:55+0000","photo","15087023444_10150956447898445","[]","ranked","0","true","[]","185","true","false","[]","185","NONE"
"Jumpshot vert: Highly undervalued and deceptively pivotal. 

The Hyperdunk+ delivers this key metric.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150952701118445/?type=3","https://www.facebook.com/15087023444/posts/10150952705393445/","2012-07-13T16:50:02+0000","photo","15087023444_10150952701118445","[]","chronological","4","true","[]","83","true","false","[]","83","NONE"
"Eyes locked, feet shuffling. No time for inactivity in this battle.","https://www.facebook.com/nike/photos/a.10150931473478445.426111.15087023444/10150952701273445/?type=3","https://www.facebook.com/15087023444/posts/10150952705393445/","2012-07-13T16:50:02+0000","photo","15087023444_10150952701273445","[]","chronological","9","true","[]","249","true","false","[]","249","NONE"
